uniqueid,sitetype2,orgunituid,sitename,snu1,snu2,psnu,snu1uid,psnuuid,snu2uid,diff_snu2,gis_na,lon,lat
1995,1,b3FFJlCczQ4,Bene Clinic,Plateau,Shendam,pl Shendam,GAfGnvcVZ6k,xcD0RUmcq3U,xcD0RUmcq3U,0,0,9.54454,8.87718
1996,1,ewm6ye84Eey,Poeship Primary Health Center,Plateau,Shendam,pl Shendam,GAfGnvcVZ6k,xcD0RUmcq3U,xcD0RUmcq3U,0,0,9.45097,8.81623
1997,1,ksCd2OtyPDj,Yelwa East Primary Health Center,Plateau,Shendam,pl Shendam,GAfGnvcVZ6k,xcD0RUmcq3U,xcD0RUmcq3U,0,0,9.65952,8.81077
1998,1,kvwUsWWt1z5,Shendam General Hospital,Plateau,Shendam,pl Shendam,GAfGnvcVZ6k,xcD0RUmcq3U,xcD0RUmcq3U,0,0,9.54654,8.87822
1999,1,s7iNeUuoOz1,Abua General Hospital,Rivers,Abua/Odual,ri Abua-Odual,SSqrxMy7RHB,ObllIYWxwRA,ObllIYWxwRA,0,0,6.65063,4.85449
2000,1,m9I02JBqya4,Ahoada East Kp One Stop Shop - Virtual,Rivers,Ahoada East,ri Ahoada East,SSqrxMy7RHB,GBwKRrWGuVY,GBwKRrWGuVY,0,1,6.640552557,5.066411876
2001,1,GpVQHGY264w,Ahoada Gbeye Clinic Annex,Rivers,Ahoada East,ri Ahoada East,SSqrxMy7RHB,GBwKRrWGuVY,GBwKRrWGuVY,0,0,6.65203,5.0846
2002,1,ovKn2kFyVu1,Ula Upata Beulah Clinic,Rivers,Ahoada East,ri Ahoada East,SSqrxMy7RHB,GBwKRrWGuVY,GBwKRrWGuVY,0,0,6.63836,5.08926
2003,1,a5TU20BYdFY,Ahoada General Hospital,Rivers,Ahoada East,ri Ahoada East,SSqrxMy7RHB,GBwKRrWGuVY,GBwKRrWGuVY,0,0,6.64273,5.09612
2004,1,GzexcKgtftB,Ngo General Hospital,Rivers,Andoni,ri Andoni,SSqrxMy7RHB,pp8zV2OXmvU,pp8zV2OXmvU,0,0,7.41035,4.48075
2005,1,FZFVPhZzikF,Bonny General Hospital,Rivers,Bonny,ri Bonny,SSqrxMy7RHB,kyuGgrpjwZF,kyuGgrpjwZF,0,0,7.17502,4.4357
2006,1,lw44OGucUJT,St. Peter's Clinic,Rivers,Bonny,ri Bonny,SSqrxMy7RHB,kyuGgrpjwZF,kyuGgrpjwZF,0,0,7.18419,4.42783
2007,1,tCN3TSuXyOc,Bonny Health Centre,Rivers,Bonny,ri Bonny,SSqrxMy7RHB,kyuGgrpjwZF,kyuGgrpjwZF,1,0,7.24900794,4.493014437
2008,1,pNzfxjpSiDy,Bonny Kp One Stop Shop- Virtual,Rivers,Bonny,ri Bonny,SSqrxMy7RHB,kyuGgrpjwZF,kyuGgrpjwZF,0,1,7.24900794,4.493014437
2009,1,uTSKSwmTe3i,Degema General Hospital,Rivers,Degema,ri Degema,SSqrxMy7RHB,O9l6BemolrN,O9l6BemolrN,1,0,6.924656524,4.582542134
2010,1,TZ0Zsf2KLYV,Sonabel Hospital (Hq),Rivers,Eleme,ri Eleme,SSqrxMy7RHB,UdnUbXV7O9o,UdnUbXV7O9o,0,1,7.14316463,4.789324879
2011,1,fIwVIJYge6w,Dorkson Medical Clinic,Rivers,Eleme,ri Eleme,SSqrxMy7RHB,UdnUbXV7O9o,UdnUbXV7O9o,1,0,7.14316463,4.789324879
2012,1,yqcmwat3bJs,St Matthews Clinic,Rivers,Eleme,ri Eleme,SSqrxMy7RHB,UdnUbXV7O9o,UdnUbXV7O9o,0,1,7.14316463,4.789324879
2013,1,C07yjqz8v4F,Morning Star Hospital,Rivers,Eleme,ri Eleme,SSqrxMy7RHB,UdnUbXV7O9o,UdnUbXV7O9o,0,1,7.14316463,4.789324879
2014,1,u4nsK8x6P0T,Agbonchia Model Primary Health Centre,Rivers,Eleme,ri Eleme,SSqrxMy7RHB,UdnUbXV7O9o,UdnUbXV7O9o,0,0,7.12713,4.80554
2015,1,OxwWC4ptpOq,Nchia Health Centre,Rivers,Eleme,ri Eleme,SSqrxMy7RHB,UdnUbXV7O9o,UdnUbXV7O9o,0,0,7.12133,4.79152
2016,1,xAr8D5EJkhT,Omas Medical Centre & Maternity,Rivers,Eleme,ri Eleme,SSqrxMy7RHB,UdnUbXV7O9o,UdnUbXV7O9o,0,0,7.12387,4.79114
2017,1,ZNqpzwElUB7,Vinkas Clinic,Rivers,Eleme,ri Eleme,SSqrxMy7RHB,UdnUbXV7O9o,UdnUbXV7O9o,0,1,7.14316463,4.789324879
2018,1,WGgn9RuaG6V,Eteo Model Primary Health Centre,Rivers,Eleme,ri Eleme,SSqrxMy7RHB,UdnUbXV7O9o,UdnUbXV7O9o,0,0,7.18576,4.74996
2019,1,fDyB6LbVoEr,Eleme Kp One Stop Shop- Virtual,Rivers,Eleme,ri Eleme,SSqrxMy7RHB,UdnUbXV7O9o,UdnUbXV7O9o,0,1,7.14316463,4.789324879
2020,1,XmHZEGimDTM,Onne Model Primary Health Centre,Rivers,Eleme,ri Eleme,SSqrxMy7RHB,UdnUbXV7O9o,UdnUbXV7O9o,0,0,7.15533,4.7491
2021,1,ngeaVqhY8FO,Riv Portal,Rivers,Eleme,ri Eleme,SSqrxMy7RHB,UdnUbXV7O9o,UdnUbXV7O9o,0,1,7.14316463,4.789324879
2022,1,nQ2toqXHBiG,Onne Medical Centre,Rivers,Eleme,ri Eleme,SSqrxMy7RHB,UdnUbXV7O9o,UdnUbXV7O9o,1,0,7.14316463,4.789324879
2023,1,O3aP7XpQF7p,Ndele Model Primary Health Centre,Rivers,Emuoha,ri Emohua,SSqrxMy7RHB,UGwCX5IBQQj,UGwCX5IBQQj,0,0,6.74929,4.97985
2024,1,qPf7cx29KXJ,Emohua Kp One Stop Shop- Virtual,Rivers,Emuoha,ri Emohua,SSqrxMy7RHB,UGwCX5IBQQj,UGwCX5IBQQj,0,1,6.777616747,5.002998575
2025,1,tuynia9m3nq,Rumuji Model Primary Health Centre,Rivers,Emuoha,ri Emohua,SSqrxMy7RHB,UGwCX5IBQQj,UGwCX5IBQQj,0,0,6.77634,4.94788
2026,1,rSvimK96wuu,Umuebule Cottage Hospital,Rivers,Etche,ri Etche,SSqrxMy7RHB,y5pPli7WP1V,y5pPli7WP1V,0,0,7.12921,4.91455
2027,1,OSTGA9jxR3B,Etche Kp One Stop Shop- Virtual,Rivers,Etche,ri Etche,SSqrxMy7RHB,y5pPli7WP1V,y5pPli7WP1V,0,1,7.093042166,5.088482952
2028,1,nTOggT8y4RW,Terrebor General Hospital,Rivers,Gokana,ri Gokana,SSqrxMy7RHB,N0dXOBSVO7k,N0dXOBSVO7k,0,0,7.29533,4.6549
2029,1,yqVkTJjtwUh,Dumkil Medical Centre,Rivers,Gokana,ri Gokana,SSqrxMy7RHB,N0dXOBSVO7k,N0dXOBSVO7k,0,0,7.28227,4.65118
2030,1,l79OCqShrlD,Mbodo Aluu Primary Health Centre,Rivers,Ikwerre,ri Ikwerre,SSqrxMy7RHB,SL33bchlaKT,SL33bchlaKT,0,0,6.95851,4.93604
2031,1,Bp386GWe6cG,Aluu Model Primary Health Centre,Rivers,Ikwerre,ri Ikwerre,SSqrxMy7RHB,SL33bchlaKT,SL33bchlaKT,0,0,6.94085,4.93325
2032,1,XFDJkiGqk2X,Isiokpo General Hospital,Rivers,Ikwerre,ri Ikwerre,SSqrxMy7RHB,SL33bchlaKT,SL33bchlaKT,0,0,6.87086,5.00798
2033,1,ELeCbnLLp5I,Adanta Model Primary Health Centre,Rivers,Ikwerre,ri Ikwerre,SSqrxMy7RHB,SL33bchlaKT,SL33bchlaKT,0,0,6.87808,4.96814
2034,1,oh2blVtMTaB,Ikwerre Kp One Stop Shop- Virtual,Rivers,Ikwerre,ri Ikwerre,SSqrxMy7RHB,SL33bchlaKT,SL33bchlaKT,0,1,6.906222383,5.064419238
2035,1,gRK62y7PWIi,Khana Kp One Stop Shop- Virtual,Rivers,Khana,ri Khana,SSqrxMy7RHB,sZumF7t54ek,sZumF7t54ek,0,1,7.435236457,4.679411142
2036,1,jbjCB91Bild,Bori Inadum Medical Centre,Rivers,Khana,ri Khana,SSqrxMy7RHB,sZumF7t54ek,sZumF7t54ek,0,0,7.36566,4.67646
2037,1,hgyAkSpLcLo,Opuoko Model Primary Health Centre,Rivers,Khana,ri Khana,SSqrxMy7RHB,sZumF7t54ek,sZumF7t54ek,0,0,7.51342,4.6949
2038,1,iKjS8IqEgfA,Kpean Model Primary Health Centre,Rivers,Khana,ri Khana,SSqrxMy7RHB,sZumF7t54ek,sZumF7t54ek,0,0,7.45727,4.61253
2039,1,m5JBYmg2y9O,Beeri Model Primary Health Centre,Rivers,Khana,ri Khana,SSqrxMy7RHB,sZumF7t54ek,sZumF7t54ek,0,0,7.42499,4.68892
2040,1,cZejFgfeC75,Pope John Paul Clinic,Rivers,Khana,ri Khana,SSqrxMy7RHB,sZumF7t54ek,sZumF7t54ek,0,0,7.39407,4.61314
2041,1,iIXcY9hO9pV,Rumuigbo Model Primary Health Centre,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,6.99109,4.84971
2042,1,PGYFOUj6o33,Queens Clinic Rumuekukon,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,6.97805,4.8298
2043,1,lKZJ5TYX3He,Datta Clinic,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,1,7.013058123,4.865447745
2044,1,YgH4CEZurY4,Rumuekini Primary Health Centre,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,6.94071,4.88934
2045,1,eFnf5Qs8ffZ,Spring Hospital,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,6.98625,4.83432
2046,1,ik2OzzfGi1y,Woji Model Primary Health Centre,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,1,0,7.013058123,4.865447745
2047,1,OTYun1wBcn7,St. Martin's Hospital,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,7.01595,4.82386
2048,1,EKO4jkufo30,Immanuel Hospital,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,6.98225,4.84252
2049,1,pO428pd20Tw,Moni Medical,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,7.00472,4.82496
2050,1,BpdDwXvjnv2,Eneka Model Primary Health Centre,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,7.04101,4.89469
2051,1,eGAsiJ1wRoQ,Karpearl Hospital,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,6.963,4.827
2052,1,EwO6pJCUGOz,Stripes Clinic,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,1,0,7.013058123,4.865447745
2053,1,gADohOzOPvp,Rukpokwu Model Primary Health Centre,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,6.99139,4.8996
2054,1,jWkhQrwjwyS,Amazing Grace Hospital,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,7.00311,4.88174
2055,1,Ke1y8vsmeC4,University of Portharcourt Teaching Hospital,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,6.92862,4.89961
2056,1,LYE4gxmchSc,Vita Medical Centre Borokiri,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,1,0,7.013058123,4.865447745
2057,1,OpTkz9PTyG4,Bechs Specialist Clinic,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,6.992,4.844
2058,1,pOjTehG5sea,Soverign Life Hospital,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,1,0,7.013058123,4.865447745
2059,1,RldFanY7hXq,Sonabel Medical Centre & Hospital,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,6.98361,4.82824
2060,1,S5rywaFMziH,Womens Hospital Ropheka,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,6.97884,4.81152
2061,1,sc1imOzTy4t,Rumueme Model Primary Health Centre,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,6.98366,4.81996
2062,1,v9WGtsQxzhS,Splendour Hospital Ltd,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,1,7.013058123,4.865447745
2063,1,w1hWQ4Jqaoi,Rivon Clnic,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,7.03383,4.84142
2064,1,wbtGFDS6upN,Atinu Critical Care Hospital,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,1,0,7.013058123,4.865447745
2065,1,wxmE6Yka5fx,April Clinic,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,1,7.013058123,4.865447745
2066,1,hfyt7OwScuM,College of Health Technology Clinic,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,6.98459,4.81727
2067,1,UQAvmmfKxGK,Castle Clinic,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,6.99571,4.83341
2068,1,zBrPyIU741M,Eli Johnson Specialist Hospital,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,7.05252,4.84618
2069,1,qIjWndeKXZq,Iriebe Primary Health Centre,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,7.11419,4.87597
2070,1,vwoRfOHnrAs,First Rivers Hospital,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,1,0,7.013058123,4.865447745
2071,1,JiHYrcVKLu1,Ozuoba Model Primary Health Centre,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,1,0,7.013058123,4.865447745
2072,1,nBtwl0Upnuh,St. Catherine's Hospital,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,1,0,7.013058123,4.865447745
2073,1,tcJfgpv9taw,Ultimate Specialist Hospital,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,1,0,7.013058123,4.865447745
2074,1,ahGtSIJrPnm,Obio Cottage Hospital,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,7.03683,4.8521
2075,1,JAwgztMuSEX,Rumuolumeni Model Primary Health Centre,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,6.956,4.8082
2076,1,Nr60PVs8Y1j,Bossom Hospital And Physiotherapy,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,6.99204,4.83043
2077,1,dIgL5MRZW07,Rumuepirikom Model Primary Health Centre,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,6.98686,4.83456
2078,1,qZ5EJxiUtiM,High Heritage Clinic,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,1,7.013058123,4.865447745
2079,1,Y3VlUBi4kD9,Initiative For Advancement of Humanity (Iah),Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,6.96578,4.86664
2080,1,iNNmE9xRAP4,El Joedam Hospital Mgbuoba,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,6.97561,4.8522
2081,1,mmr9Hcx3laU,Health Fountains Hospital,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,6.942,4.877
2082,1,mUcQ4bhfDcm,Harley's Clinic,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,6.99024,4.83083
2083,1,bhmyRKVT9Lb,Victory Clinic - Rivers,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,1,0,7.013058123,4.865447745
2084,1,n7nMw2mokBJ,Palmers Hospital Ltd,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,6.98112,4.81161
2085,1,Pcf3kHVaQuk,Elelenwo Fsp Health Centre,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,7.0705,4.83716
2086,1,tU6NlKR1Brm,Kendox Medical Services,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,7.07266,4.83017
2087,1,fUNUMu5BYHG,Eliozu Model Primary Health Centre,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,7.02218,4.86936
2088,1,Zik3qbp4Hs4,Obio-Akpor Kp One Stop Shop,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,1,7.013058123,4.865447745
2089,1,sUjtV38CSwh,Samstel Clinic Rumuokokro,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,6.99646,4.86757
2090,1,bn8DOikbEEI,Rumuodomaya Model Primary Health Centre,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,6.99921,4.87452
2091,1,zk8PiJaks7Q,New Orlins Clinic,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,1,7.013058123,4.865447745
2092,1,LRG1636p7PZ,Pathfare Clinic,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,1,7.013058123,4.865447745
2093,1,qII33eHwDcJ,Alphonso Hospital,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,7.07125,4.83016
2094,1,ofYyShOMakV,Maryland Healthcare,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,1,0,7.013058123,4.865447745
2095,1,rb71tVhQZQh,Bridgestone Hospital Rukpuku,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,7.0023,4.89339
2096,1,bcGVjGrCwyD,Woji Cottage Hospital,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,1,0,7.013058123,4.865447745
2097,1,BQXuCQIrKkZ,Rumuokrushi Model Primary Health Centre,Rivers,Obio/Akpor,ri Obio-Akpor,SSqrxMy7RHB,QUXP7f16K3Z,QUXP7f16K3Z,0,0,7.05659,4.85323
2098,1,wvYBFvU7NrE,Gbeye Clinic,Rivers,Ogba/Egbema/Ndoni,ri Ogba-Egbema-Ndoni,SSqrxMy7RHB,xZFseUogJWo,xZFseUogJWo,1,0,6.635853885,5.39908959
2099,1,cEq4J2KblZf,Okwuzi Model Primary Health Centre,Rivers,Ogba/Egbema/Ndoni,ri Ogba-Egbema-Ndoni,SSqrxMy7RHB,xZFseUogJWo,xZFseUogJWo,0,0,6.70488,5.46704
2100,1,F5MHLc59Vjo,Erema General Hospital,Rivers,Ogba/Egbema/Ndoni,ri Ogba-Egbema-Ndoni,SSqrxMy7RHB,xZFseUogJWo,xZFseUogJWo,1,0,6.635853885,5.39908959
2101,1,B4i4mlWsxSD,Ogba-Egbema-Ndomi Kp One Stop Shop- Virtual,Rivers,Ogba/Egbema/Ndoni,ri Ogba-Egbema-Ndoni,SSqrxMy7RHB,xZFseUogJWo,xZFseUogJWo,0,1,6.635853885,5.39908959
2102,1,SkRUKUsF4QS,Omoku Prize Medicals Limited,Rivers,Ogba/Egbema/Ndoni,ri Ogba-Egbema-Ndoni,SSqrxMy7RHB,xZFseUogJWo,xZFseUogJWo,0,0,6.635,5.21479
2103,1,c8mPyHVf7sh,Omoku General Hospital,Rivers,Ogba/Egbema/Ndoni,ri Ogba-Egbema-Ndoni,SSqrxMy7RHB,xZFseUogJWo,xZFseUogJWo,0,0,6.61143,5.23178
2104,1,WKfFn4czH1v,Ogoloma Model Primary Health Centre,Rivers,Okrika,ri Okrika,SSqrxMy7RHB,nNo5gV3to2B,nNo5gV3to2B,0,0,7.07884,4.73614
2105,1,UlDC8p3klui,Ibaka Model Primary Health Centre,Rivers,Okrika,ri Okrika,SSqrxMy7RHB,nNo5gV3to2B,nNo5gV3to2B,0,0,7.0776,4.74316
2106,1,FTowClyX4hi,Ayungu Biri Model Primary Health Centre,Rivers,Okrika,ri Okrika,SSqrxMy7RHB,nNo5gV3to2B,nNo5gV3to2B,0,0,7.08758,4.73953
2107,1,Oog0FhA3YKy,Okrika Mainland Clinic,Rivers,Okrika,ri Okrika,SSqrxMy7RHB,nNo5gV3to2B,nNo5gV3to2B,0,0,7.09716,4.75194
2108,1,JUwsTI1Eo4h,Heritage Medicare Hospital,Rivers,Oyigbo,ri Oyigbo,SSqrxMy7RHB,I0tQo5iW5NZ,I0tQo5iW5NZ,0,0,7.15323,4.86554
2109,1,ZrOJJd1WFi2,Divine Wisdom Hospital,Rivers,Oyigbo,ri Oyigbo,SSqrxMy7RHB,I0tQo5iW5NZ,I0tQo5iW5NZ,0,0,7.13508,4.87467
2110,1,ILOsKCJlOUz,Salem Hospital - Rivers,Rivers,Oyigbo,ri Oyigbo,SSqrxMy7RHB,I0tQo5iW5NZ,I0tQo5iW5NZ,0,0,7.13461,4.87517
2111,1,mwsAyuq5DpR,Oyigbo Kp One Stop Shop- Virtual,Rivers,Oyigbo,ri Oyigbo,SSqrxMy7RHB,I0tQo5iW5NZ,I0tQo5iW5NZ,0,1,7.322285168,4.836315728
2112,1,x7jYYtMtfdY,Living Water Hospital,Rivers,Oyigbo,ri Oyigbo,SSqrxMy7RHB,I0tQo5iW5NZ,I0tQo5iW5NZ,0,0,7.14712,4.87562
2113,1,FH7LMnbnVlT,Braithwaite Memorial Specialist Hospital,Rivers,Port-Harcourt,ri Port-Harcourt,SSqrxMy7RHB,y3iWYd0poWG,y3iWYd0poWG,0,0,7.01365,4.78068
2114,1,xWzL4RSE1kU,Zion Maternity,Rivers,Port-Harcourt,ri Port-Harcourt,SSqrxMy7RHB,y3iWYd0poWG,y3iWYd0poWG,0,0,6.99094,4.79501
2115,1,HfRfSINzkdc,Ponyx Hospitals Limited,Rivers,Port-Harcourt,ri Port-Harcourt,SSqrxMy7RHB,y3iWYd0poWG,y3iWYd0poWG,1,0,7.023713013,4.775629938
2116,1,RsH3zetbgQI,Paragon Clinic And Imaging,Rivers,Port-Harcourt,ri Port-Harcourt,SSqrxMy7RHB,y3iWYd0poWG,y3iWYd0poWG,1,0,7.023713013,4.775629938
2117,1,lc32NiyQ5A8,Providence Clinic And Maternity,Rivers,Port-Harcourt,ri Port-Harcourt,SSqrxMy7RHB,y3iWYd0poWG,y3iWYd0poWG,0,0,7.00761,4.80725
2118,1,sUH3dovi6bv,Franka Memorial Hospital,Rivers,Port-Harcourt,ri Port-Harcourt,SSqrxMy7RHB,y3iWYd0poWG,y3iWYd0poWG,0,0,7.008,4.802
2119,1,Ts6CTTaA2Ug,Morning Star Hospital,Rivers,Port-Harcourt,ri Port-Harcourt,SSqrxMy7RHB,y3iWYd0poWG,y3iWYd0poWG,0,0,7.00324,4.80141
2120,1,iBDi4PBN0wj,New Mile One Hospital,Rivers,Port-Harcourt,ri Port-Harcourt,SSqrxMy7RHB,y3iWYd0poWG,y3iWYd0poWG,0,0,6.99398,4.79083
2121,1,d8p2Bn2zyNC,Ozuboko Model Primary Health Centre,Rivers,Port-Harcourt,ri Port-Harcourt,SSqrxMy7RHB,y3iWYd0poWG,y3iWYd0poWG,0,0,7.03959,4.78083
2122,1,EcKWqaeNP9o,Save a Life Medical Centre,Rivers,Port-Harcourt,ri Port-Harcourt,SSqrxMy7RHB,y3iWYd0poWG,y3iWYd0poWG,1,0,7.023713013,4.775629938
2123,1,Inu1ikx6d0b,Sterling Specialist Hospital,Rivers,Port-Harcourt,ri Port-Harcourt,SSqrxMy7RHB,y3iWYd0poWG,y3iWYd0poWG,0,0,7.03462,4.7575
2124,1,J4Q1qkIPEo9,Azuabie Model Primary Health Centre,Rivers,Port-Harcourt,ri Port-Harcourt,SSqrxMy7RHB,y3iWYd0poWG,y3iWYd0poWG,0,0,7.05364,4.80684
2125,1,KZuTHOKjWwG,Okuru-Ama Model Primary Health Centre,Rivers,Port-Harcourt,ri Port-Harcourt,SSqrxMy7RHB,y3iWYd0poWG,y3iWYd0poWG,0,0,7.05615,4.78463
2126,1,ml6svCL30fp,Standard Care Clinics,Rivers,Port-Harcourt,ri Port-Harcourt,SSqrxMy7RHB,y3iWYd0poWG,y3iWYd0poWG,0,0,7.00453,4.81108
2127,1,n4t7PsApNCN,Aggrey Clinic,Rivers,Port-Harcourt,ri Port-Harcourt,SSqrxMy7RHB,y3iWYd0poWG,y3iWYd0poWG,1,0,7.023713013,4.775629938
2128,1,n5I9w5PDkOc,Potts Johnson Model Primary Health Centre,Rivers,Port-Harcourt,ri Port-Harcourt,SSqrxMy7RHB,y3iWYd0poWG,y3iWYd0poWG,0,0,7.02149,4.76539
2129,1,Ndw4QNd3qvv,St. Jude's Clinic Elelenwo,Rivers,Port-Harcourt,ri Port-Harcourt,SSqrxMy7RHB,y3iWYd0poWG,y3iWYd0poWG,1,0,7.023713013,4.775629938
